local_bill_id,local_bill_reference,title_canonical,official_long_title,third_party_organisation,initiator_type,initiator_member_id,initiator_party_governance_role,ministerial_portfolio_title,government_type,governing_parties_list,date_introduced,date_final_outcome,royal_assent_date,duration_calendar_days,duration_sitting_days,stage_1_debate_days_count,stage_3_debate_days_count,financial_resolution_required_flag,financial_resolution_approved_flag,financial_resolution_aye_count,financial_resolution_no_count,financial_resolution_abstain_count,effective_majority_margin_at_event_date,party_dissent_rate_at_event_date,voting_coalition_type,committee_id,committee_name,committee_type,committee_convener_member_id,committee_deputy_convener_member_id,final_status,termination_mechanism,raw_payload_json,computed_at
212,SP Bill 55,Reservoirs (Scotland) Bill,Reservoirs (Scotland) Bill,,EXECUTIVE,2180,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 212, ""Reference"": ""SP Bill 55"", ""ShortName"": ""Reservoirs (Scotland) Bill"", ""FullName"": ""Reservoirs (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2180, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
213,SP Bill 56,Public Records (Scotland) Bill,Public Records (Scotland) Bill,,EXECUTIVE,1773,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 213, ""Reference"": ""SP Bill 56"", ""ShortName"": ""Public Records (Scotland) Bill"", ""FullName"": ""Public Records (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1773, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
214,SP Bill 57,Local Electoral Administration (Scotland) Bill,Local Electoral Administration (Scotland) Bill,,EXECUTIVE,2098,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 214, ""Reference"": ""SP Bill 57"", ""ShortName"": ""Local Electoral Administration (Scotland) Bill"", ""FullName"": ""Local Electoral Administration (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
215,SP Bill 58,Certification of Death (Scotland) Bill,Certification of Death (Scotland) Bill,,EXECUTIVE,1848,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 215, ""Reference"": ""SP Bill 58"", ""ShortName"": ""Certification of Death (Scotland) Bill"", ""FullName"": ""Certification of Death (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
216,SP Bill 59,Double Jeopardy (Scotland) Bill,Double Jeopardy (Scotland) Bill,,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 216, ""Reference"": ""SP Bill 59"", ""ShortName"": ""Double Jeopardy (Scotland) Bill"", ""FullName"": ""Double Jeopardy (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
217,SP Bill 60,"Criminal Procedure (Legal Assistance, Detention an","Criminal Procedure (Legal Assistance, Detention and Appeals) (Scotland) Bill",,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 217, ""Reference"": ""SP Bill 60"", ""ShortName"": ""Criminal Procedure (Legal Assistance, Detention an"", ""FullName"": ""Criminal Procedure (Legal Assistance, Detention and Appeals) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
218,SP Bill 61,Long Leases (Scotland) Bill,Long Leases (Scotland) Bill,,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 218, ""Reference"": ""SP Bill 61"", ""ShortName"": ""Long Leases (Scotland) Bill"", ""FullName"": ""Long Leases (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
219,SP Bill 62,Budget (Scotland) (No. 5) Bill,Budget (Scotland) (No. 5) Bill,,COMMITTEE,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 219, ""Reference"": ""SP Bill 62"", ""ShortName"": ""Budget (Scotland) (No. 5) Bill"", ""FullName"": ""Budget (Scotland) (No. 5) Bill"", ""BillTypeID"": 3, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
220,SP Bill 1,Offensive Behaviour at Football and Threatening Co,Offensive Behaviour at Football and Threatening Communications (Scotland) Bill,,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 220, ""Reference"": ""SP Bill 1"", ""ShortName"": ""Offensive Behaviour at Football and Threatening Co"", ""FullName"": ""Offensive Behaviour at Football and Threatening Communications (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
221,SP Bill 2,National Library of Scotland Bill,National Library of Scotland Bill,,EXECUTIVE,1773,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 221, ""Reference"": ""SP Bill 2"", ""ShortName"": ""National Library of Scotland Bill"", ""FullName"": ""National Library of Scotland Bill"", ""BillTypeID"": 1, ""PersonID"": 1773, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
222,SP Bill 3,Agricultural Holdings (Amendment) (Scotland) Bill,Agricultural Holdings (Amendment) (Scotland) Bill,,EXECUTIVE,2180,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 222, ""Reference"": ""SP Bill 3"", ""ShortName"": ""Agricultural Holdings (Amendment) (Scotland) Bill"", ""FullName"": ""Agricultural Holdings (Amendment) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2180, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
223,SP Bill 4,Alcohol (Minimum Pricing) (Scotland) Bill,Alcohol (Minimum Pricing) (Scotland) Bill,,EXECUTIVE,1848,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 223, ""Reference"": ""SP Bill 4"", ""ShortName"": ""Alcohol (Minimum Pricing) (Scotland) Bill"", ""FullName"": ""Alcohol (Minimum Pricing) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
224,SP Bill 5,Criminal Cases (Punishment and Review) (Scotland) ,Criminal Cases (Punishment and Review) (Scotland) Bill,,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 224, ""Reference"": ""SP Bill 5"", ""ShortName"": ""Criminal Cases (Punishment and Review) (Scotland) "", ""FullName"": ""Criminal Cases (Punishment and Review) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
225,SP Bill 6,Land Registration etc. (Scotland) Bill,Land Registration etc. (Scotland) Bill,,EXECUTIVE,2098,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 225, ""Reference"": ""SP Bill 6"", ""ShortName"": ""Land Registration etc. (Scotland) Bill"", ""FullName"": ""Land Registration etc. (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
226,SP Bill 7,Long Leases (Scotland) Bill,Long Leases (Scotland) Bill,,EXECUTIVE,2180,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 226, ""Reference"": ""SP Bill 7"", ""ShortName"": ""Long Leases (Scotland) Bill"", ""FullName"": ""Long Leases (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2180, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
227,SP Bill 8,Police and Fire Reform (Scotland) Bill,Police and Fire Reform (Scotland) Bill,,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 227, ""Reference"": ""SP Bill 8"", ""ShortName"": ""Police and Fire Reform (Scotland) Bill"", ""FullName"": ""Police and Fire Reform (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
228,SP Bill 9,Budget (Scotland) Bill,Budget (Scotland) Bill,,COMMITTEE,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 228, ""Reference"": ""SP Bill 9"", ""ShortName"": ""Budget (Scotland) Bill"", ""FullName"": ""Budget (Scotland) Bill"", ""BillTypeID"": 3, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
229,SP Bill 10,Social Care (Self-Directed Support) Bill,Social Care (Self-Directed Support) Bill,,EXECUTIVE,1848,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 229, ""Reference"": ""SP Bill 10"", ""ShortName"": ""Social Care (Self-Directed Support) Bill"", ""FullName"": ""Social Care (Self-Directed Support) Bill"", ""BillTypeID"": 1, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
230,SP Bill 11,Welfare Reform (Further Provision) (Scotland) Bill,Welfare Reform (Further Provision) (Scotland) Bill,,EXECUTIVE,1848,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 230, ""Reference"": ""SP Bill 11"", ""ShortName"": ""Welfare Reform (Further Provision) (Scotland) Bill"", ""FullName"": ""Welfare Reform (Further Provision) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
231,SP Bill 12,Local Government Finance (Unoccupied Properties et,Local Government Finance (Unoccupied Properties etc.) (Scotland) Bill,,EXECUTIVE,1894,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 231, ""Reference"": ""SP Bill 12"", ""ShortName"": ""Local Government Finance (Unoccupied Properties et"", ""FullName"": ""Local Government Finance (Unoccupied Properties etc.) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1894, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
232,SP Bill 13,Scottish Civil Justice Council and Criminal Legal ,Scottish Civil Justice Council and Criminal Legal Assistance Bill,,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 232, ""Reference"": ""SP Bill 13"", ""ShortName"": ""Scottish Civil Justice Council and Criminal Legal "", ""FullName"": ""Scottish Civil Justice Council and Criminal Legal Assistance Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
233,SP Bill 14,Freedom of Information (Amendment) (Scotland) Bill,Freedom of Information (Amendment) (Scotland) Bill,,EXECUTIVE,1932,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 233, ""Reference"": ""SP Bill 14"", ""ShortName"": ""Freedom of Information (Amendment) (Scotland) Bill"", ""FullName"": ""Freedom of Information (Amendment) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1932, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
234,SP Bill 15,Water Resources (Scotland) Bill,Water Resources (Scotland) Bill,,EXECUTIVE,1894,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 234, ""Reference"": ""SP Bill 15"", ""ShortName"": ""Water Resources (Scotland) Bill"", ""FullName"": ""Water Resources (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1894, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
235,SP Bill 16,High Hedges (Scotland) Bill,High Hedges (Scotland) Bill,,INDIVIDUAL_MEMBER,4964,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 235, ""Reference"": ""SP Bill 16"", ""ShortName"": ""High Hedges (Scotland) Bill"", ""FullName"": ""High Hedges (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 4964, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
236,SP Bill 17,Aquaculture and Fisheries (Scotland) Bill,Aquaculture and Fisheries (Scotland) Bill,,INDIVIDUAL_MEMBER,2180,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 236, ""Reference"": ""SP Bill 17"", ""ShortName"": ""Aquaculture and Fisheries (Scotland) Bill"", ""FullName"": ""Aquaculture and Fisheries (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 2180, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
237,SP Bill 18,Post-16 Education (Scotland) Bill,Post-16 Education (Scotland) Bill,,INDIVIDUAL_MEMBER,2135,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 237, ""Reference"": ""SP Bill 18"", ""ShortName"": ""Post-16 Education (Scotland) Bill"", ""FullName"": ""Post-16 Education (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 2135, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
238,SP Bill 19,Land and Buildings Transaction Tax (Scotland) Bill,Land and Buildings Transaction Tax (Scotland) Bill,,INDIVIDUAL_MEMBER,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 238, ""Reference"": ""SP Bill 19"", ""ShortName"": ""Land and Buildings Transaction Tax (Scotland) Bill"", ""FullName"": ""Land and Buildings Transaction Tax (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
239,SP Bill 20,Forth Road Bridge Bill,Forth Road Bridge Bill,,INDIVIDUAL_MEMBER,1848,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 239, ""Reference"": ""SP Bill 20"", ""ShortName"": ""Forth Road Bridge Bill"", ""FullName"": ""Forth Road Bridge Bill"", ""BillTypeID"": 7, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
240,SP Bill 21,The National Trust for Scotland (Governance etc.) ,The National Trust for Scotland (Governance etc.) Bill,The National Trust for Scotland for Places of Historic Interest or Natural Beauty,INDIVIDUAL_MEMBER,,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 240, ""Reference"": ""SP Bill 21"", ""ShortName"": ""The National Trust for Scotland (Governance etc.) "", ""FullName"": ""The National Trust for Scotland (Governance etc.) Bill"", ""BillTypeID"": 5, ""PersonID"": null, ""ThirdPartyOrganisation"": ""The National Trust for Scotland for Places of Historic Interest or Natural Beauty""}",2026-07-24T16:29:09.299159Z
241,SP Bill 22,Budget (Scotland) (No. 2) Bill,Budget (Scotland) (No. 2) Bill,,COMMITTEE,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 241, ""Reference"": ""SP Bill 22"", ""ShortName"": ""Budget (Scotland) (No. 2) Bill"", ""FullName"": ""Budget (Scotland) (No. 2) Bill"", ""BillTypeID"": 3, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
242,SP Bill 23,Victims and Witnesses (Scotland) Bill,Victims and Witnesses (Scotland) Bill,,INDIVIDUAL_MEMBER,2112,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 242, ""Reference"": ""SP Bill 23"", ""ShortName"": ""Victims and Witnesses (Scotland) Bill"", ""FullName"": ""Victims and Witnesses (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
243,SP Bill 24,Scottish Independence Referendum (Franchise) Bill,Scottish Independence Referendum (Franchise) Bill,,INDIVIDUAL_MEMBER,1848,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 243, ""Reference"": ""SP Bill 24"", ""ShortName"": ""Scottish Independence Referendum (Franchise) Bill"", ""FullName"": ""Scottish Independence Referendum (Franchise) Bill"", ""BillTypeID"": 7, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
244,SP Bill 25,Scottish Independence Referendum Bill,Scottish Independence Referendum Bill,,INDIVIDUAL_MEMBER,1848,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 244, ""Reference"": ""SP Bill 25"", ""ShortName"": ""Scottish Independence Referendum Bill"", ""FullName"": ""Scottish Independence Referendum Bill"", ""BillTypeID"": 7, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
245,SP Bill 26,Regulatory Reform (Scotland) Bill,Regulatory Reform (Scotland) Bill,,INDIVIDUAL_MEMBER,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 245, ""Reference"": ""SP Bill 26"", ""ShortName"": ""Regulatory Reform (Scotland) Bill"", ""FullName"": ""Regulatory Reform (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
246,SP Bill 27,Children and Young People (Scotland) Bill,Children and Young People (Scotland) Bill,,INDIVIDUAL_MEMBER,1894,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 246, ""Reference"": ""SP Bill 27"", ""ShortName"": ""Children and Young People (Scotland) Bill"", ""FullName"": ""Children and Young People (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 1894, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
